longitude,latitude,septic_id_short,septic_capacity,septic_ventilation_1,septic_ventilation_2,steel_id,house_ids
36.323823,32.297376,D4-B3-T27,2,120,,OST-04-06,D04-B03-H009
36.323841,32.297055,D4-B3-T28,8,160,,,"D04-B03-H001,D04-B03-H003,D04-B03-H004,D04-B03-H005,D04-B03-H006,D04-B03-H007,D04-B03-H008"
36.32418,32.297109,D4-B4-T1,4,160,,,"D04-B04-H005,D04-B04-H006,D04-B04-H007,D04-B04-H008"
36.324314,32.297321,D4-B4-T2,8,160,,,"D04-B04-H001,D04-B04-H002,D04-B04-H009,D04-B04-H010,D04-B04-H011"
36.32431,32.296813,D4-B4-T3,8,160,,,"D04-B04-H014,D04-B04-H015,D04-B04-H016,D04-B04-H017,D04-B04-H018,D04-B04-H019,D04-B04-H020"
36.324732,32.296659,D4-B4-T4,4,160,,,"D04-B04-H028,D04-B04-H029,D04-B04-H030"
36.324786,32.297,D4-B4-T5,4,160,,,"D04-B04-H021,D04-B04-H027"
36.324872,32.29651,D4-B4-T6,2,120,,,D04-B04-H032
36.324903,32.297297,D4-B4-T7,4,160,,,"D04-B04-H012,D04-B04-H013,D04-B04-H022,D04-B04-H023,D04-B04-H024"
36.324926,32.296675,D4-B4-T8,4,160,,,"D04-B04-H033,D04-B04-H034,D04-B04-H035"
36.325095,32.297035,D4-B4-T9,2,120,,,D04-B04-H036
36.325104,32.296642,D4-B4-T10,4,160,,,"D04-B04-H038,D04-B04-H039,D04-B04-H040,D04-B04-H042"
36.325158,32.296552,D4-B4-T11,2,120,,,D04-B04-H041
36.325322,32.296533,D4-B4-T12,8,160,,,"D04-B04-H043,D04-B04-H044,D04-B04-H047,D04-B04-H048,D04-B04-H049"
36.325516,32.296455,D4-B4-T13,4,160,,,D04-B04-H050
36.32573,32.296614,D4-B4-T14,4,160,,,"D04-B04-H051,D04-B04-H052,D04-B04-H053,D04-B04-H054"
36.325808,32.296392,D4-B4-T15,4,160,,,"D04-B04-H055,D04-B04-H056,D04-B04-H057"
36.325974,32.296392,D4-B4-T16,4,160,,,"D04-B04-H058,D04-B04-H059,D04-B04-H060,D04-B04-H061,D04-B04-H062"
36.326313,32.296408,D4-B4-T17,8,160,,,"D04-B04-H063,D04-B04-H064,D04-B04-H065,D04-B04-H066,D04-B04-H067,D04-B04-H068"
36.326623,32.296326,D4-B4-T18,4,160,,,"D04-B04-H069,D04-B04-H070,D04-B04-H071,D04-B04-H072,D04-B04-H073,D04-B04-H074"
36.321306,32.297692,D4-B5-T1,4,160,,OST-04-02,"D04-B05-H042,D04-B05-H043,D04-B05-H044,D04-B05-H045"
36.321775,32.297509,D4-B5-T2,4,160,,NST-04-03,"D04-B05-H036,D04-B05-H037,D04-B05-H038,D04-B05-H039,D04-B05-H040,D04-B05-H041"
36.321954,32.297358,D4-B5-T3,4,160,,OST-04-02,"D04-B05-H030,D04-B05-H031,D04-B05-H033,D04-B05-H034,D04-B05-H035"
36.322281,32.297393,D4-B5-T4,8,160,,,"D04-B05-H026,D04-B05-H027,D04-B05-H028,D04-B05-H029,D04-B05-H030,D04-B05-H032"
36.32243,32.297369,D4-B5-T5,4,160,,NST-04-03,"D04-B05-H022,D04-B05-H023,D04-B05-H024,D04-B05-H025"
36.322676,32.29726,D4-B5-T6,8,160,,,"D04-B05-H018,D04-B05-H019,D04-B05-H020,D04-B05-H021"
36.322923,32.297033,D4-B5-T7,8,160,,NST-04-03,"D04-B05-H012,D04-B05-H013,D04-B05-H014,D04-B05-H015,D04-B05-H016,D04-B05-H017"
36.323301,32.297084,D4-B5-T8,2,120,,,"D04-B05-H007,D04-B05-H011"
36.323389,32.296852,D4-B5-T9,8,160,,NST-04-03,"D04-B05-H005,D04-B05-H008,D04-B05-H009,D04-B05-H010"
36.323608,32.296799,D4-B5-T10,4,160,,NST-04-03,"D04-B05-H002,D04-B05-H003,D04-B05-H004,D04-B05-H006"
36.323829,32.296911,D4-B5-T11,2,120,,,D04-B05-H001
36.323818,32.296198,D4-B6-T1,4,160,,,"D04-B06-H004,D04-B06-H005,D04-B06-H006,D04-B06-H007,D04-B06-H008,D04-B06-H009"
36.324045,32.29672,D4-B6-T2,4,160,,,"D04-B06-H001,D04-B06-H002,D04-B06-H003,D04-B06-H011,D04-B06-H012,D04-B06-H013"
36.324125,32.296135,D4-B6-T3,8,160,,,"D04-B06-H017,D04-B06-H018,D04-B06-H019,D04-B06-H020,D04-B06-H021,D04-B06-H022,D04-B06-H028"
36.324242,32.296645,D4-B6-T4,2,120,,,"D04-B06-H014,D04-B06-H015"
36.324387,32.29657,D4-B6-T5,4,160,,,"D04-B06-H016,D04-B06-H023,D04-B06-H025,D04-B06-H026"
36.324438,32.29598,D4-B6-T6,4,160,,,"D04-B06-H029,D04-B06-H030,D04-B06-H037,D04-B06-H038"
36.32453,32.296616,D4-B6-T7,2,120,,,D04-B06-H024
36.324546,32.296383,D4-B6-T8,4,160,,,"D04-B06-H031,D04-B06-H032,D04-B06-H033,D04-B06-H034,D04-B06-H035,D04-B06-H036"
36.324822,32.296197,D4-B6-T9,4,160,,,"D04-B06-H044,D04-B06-H045"
36.325034,32.295821,D4-B6-T10,4,160,,,"D04-B06-H050,D04-B06-H051,D04-B06-H052"
36.325149,32.296311,D4-B6-T11,4,160,,,"D04-B06-H046,D04-B06-H047,D04-B06-H048,D04-B06-H049,D04-B06-H053"
36.325248,32.29579,D4-B6-T12,4,160,,,"D04-B06-H060,D04-B06-H061,D04-B06-H068"
36.325364,32.296299,D4-B6-T13,8,160,,,"D04-B06-H054,D04-B06-H055,D04-B06-H056,D04-B06-H057,D04-B06-H058,D04-B06-H063,D04-B06-H064"
36.325488,32.295974,D4-B6-T14,4,160,,,"D04-B06-H066,D04-B06-H067,D04-B06-H069,D04-B06-H070"
36.32595,32.29617,D4-B6-T15,4,160,,,"D04-B06-H065,D04-B06-H072,D04-B06-H073,D04-B06-H074,D04-B06-H076"
36.325994,32.295625,D4-B6-T16,8,160,,,"D04-B06-H078,D04-B06-H079,D04-B06-H086,D04-B06-H087,D04-B06-H088"
36.326237,32.296111,D4-B6-T17,8,160,,,"D04-B06-H080,D04-B06-H081,D04-B06-H082,D04-B06-H083,D04-B06-H084"
36.326371,32.296078,D4-B6-T18,4,160,,,"D04-B06-H091,D04-B06-H092,D04-B06-H093,D04-B06-H094"
36.326408,32.295714,D4-B6-T19,4,160,,,"D04-B06-H089,D04-B06-H095,D04-B06-H096"
36.32155,32.296727,D4-B7-T1,2,120,,OST-04-04,D04-B07-H054
36.321768,32.297186,D4-B7-T2,2,120,,NST-04-03,D04-B07-H051
36.321776,32.297083,D4-B7-T3,8,160,,OST-04-04,"D04-B07-H048,D04-B07-H049,D04-B07-H050,D04-B07-H052,D04-B07-H053"
36.321828,32.296663,D4-B7-T4,4,160,,OST-04-04,"D04-B07-H044,D04-B07-H045,D04-B07-H046,D04-B07-H047"
36.321972,32.29704,D4-B7-T5,2,120,,OST-04-04,"D04-B07-H042,D04-B07-H043"
36.321989,32.296621,D4-B7-T6,8,160,,OST-04-04,"D04-B07-H033,D04-B07-H034,D04-B07-H035,D04-B07-H036,D04-B07-H037,D04-B07-H038,D04-B07-H041"
36.322311,32.296883,D4-B7-T7,4,160,,OST-04-04,"D04-B07-H031,D04-B07-H032,D04-B07-H039,D04-B07-H040"
36.322402,32.296615,D4-B7-T8,4,160,,OST-04-04,"D04-B07-H028,D04-B07-H029,D04-B07-H030"
36.322588,32.296946,D4-B7-T9,4,160,,OST-04-04,"D04-B07-H026,D04-B07-H027"
36.322801,32.296518,D4-B7-T10,4,160,,OST-04-04,"D04-B07-H013,D04-B07-H017,D04-B07-H020,D04-B07-H023,D04-B07-H024"
36.322819,32.296224,D4-B7-T11,8,160,,OST-04-04,"D04-B07-H014,D04-B07-H015,D04-B07-H016,D04-B07-H017,D04-B07-H021,D04-B07-H022"
36.322934,32.296653,D4-B7-T12,4,160,,OST-04-04,"D04-B07-H019,D04-B07-H025"
36.323112,32.296216,D4-B7-T13,4,160,,OST-04-04,"D04-B07-H008,D04-B07-H009,D04-B07-H010"
36.323119,32.296598,D4-B7-T14,2,120,,OST-04-04,D04-B07-H018
36.323352,32.296188,D4-B7-T15,4,160,,OST-04-04,"D04-B07-H002,D04-B07-H003,D04-B07-H004,D04-B07-H005,D04-B07-H007"
36.323387,32.296559,D4-B7-T16,4,160,,OST-04-04,"D04-B07-H001,D04-B07-H006,D04-B07-H011,D04-B07-H012"
36.323665,32.295684,D4-B8-T1,4,160,,OST-04-12,"D04-B08-H003,D04-B08-H004,D04-B08-H005,D04-B08-H017"
36.32373,32.296076,D4-B8-T2,4,160,,,"D04-B08-H001,D04-B08-H002,D04-B08-H006,D04-B08-H007,D04-B08-H008,D04-B08-H009"
36.324014,32.295613,D4-B8-T3,8,160,,OST-04-12,"D04-B08-H013,D04-B08-H014,D04-B08-H015,D04-B08-H016,D04-B08-H018,D04-B08-H019,D04-B08-H020,D04-B08-H021"
36.324121,32.295982,D4-B8-T4,4,160,,,"D04-B08-H010,D04-B08-H011,D04-B08-H012,D04-B08-H022"
36.324288,32.295594,D4-B8-T5,4,160,,OST-04-12,"D04-B08-H026,D04-B08-H027"
36.324379,32.295808,D4-B8-T6,4,160,,OST-04-12,"D04-B08-H023,D04-B08-H024,D04-B08-H025"
36.324656,32.295625,D4-B8-T7,4,160,,OST-04-12,"D04-B08-H028,D04-B08-H029"
36.324749,32.29584,D4-B8-T8,4,160,,,"D04-B06-H039,D04-B06-H040,D04-B08-H029,D04-B08-H030"
36.324802,32.295526,D4-B8-T9,4,160,,OST-04-12,"D04-B08-H031,D04-B08-H032,D04-B08-H034,D04-B08-H035"
36.325071,32.295477,D4-B8-T10,4,160,,OST-04-12,"D04-B08-H036,D04-B08-H037"
36.32535,32.295346,D4-B8-T11,4,160,,OST-04-12,"D04-B08-H038,D04-B08-H039,D04-B08-H041,D04-B08-H042"
36.325593,32.295288,D4-B8-T12,4,160,,OST-04-12,"D04-B08-H044,D04-B08-H045"
36.325826,32.295278,D4-B8-T13,4,160,,OST-04-12,"D04-B08-H047,D04-B08-H048"
36.326167,32.294931,D4-B8-T14,4,160,,,"D04-B08-H049,D04-B08-H050"
36.319831,32.296872,D4-B9-T1,4,160,,,"D04-B09-H081,D04-B09-H083,D04-B09-H084,D04-B09-H085,D04-B09-H086"
36.320435,32.296648,D4-B9-T2,8,160,,,"D04-B09-H073,D04-B09-H074,D04-B09-H075,D04-B09-H076,D04-B09-H077,D04-B09-H078,D04-B09-H079,D04-B09-H080"
36.320627,32.297137,D4-B9-T3,4,160,,,"D04-B09-H068,D04-B09-H069,D04-B09-H070,D04-B09-H071,D04-B09-H072"
36.320806,32.296901,D4-B9-T4,4,160,,,"D04-B09-H053,D04-B09-H054,D04-B09-H058,D04-B09-H059,D04-B09-H060"
36.320807,32.296599,D4-B9-T5,4,160,,,"D04-B09-H055,D04-B09-H056,D04-B09-H057"
36.320926,32.297435,D4-B9-T6,4,160,,OST-04-02,"D04-B09-H064,D04-B09-H065,D04-B09-H066,D04-B09-H067"
36.320965,32.296559,D4-B9-T7,4,160,,,"D04-B09-H039,D04-B09-H040,D04-B09-H042,D04-B09-H043,D04-B09-H044"
36.321019,32.297314,D4-B9-T8,2,120,,OST-04-02,"D04-B09-H049,D04-B09-H062"
36.321025,32.297666,D4-B9-T9,2,120,,OST-04-02,D04-B09-H063
36.32106,32.296343,D4-B9-T10,4,160,,NST-04-01,"D04-B09-H022,D04-B09-H023,D04-B09-H041"
36.321146,32.296398,D4-B9-T11,4,160,,,"D04-B09-H024,D04-B09-H025"
36.321245,32.297245,D4-B9-T12,8,160,,OST-04-02,"D04-B09-H045,D04-B09-H046,D04-B09-H047,D04-B09-H048,D04-B09-H049,D04-B09-H050,D04-B09-H051,D04-B09-H052"
36.3213,32.296625,D4-B9-T13,8,160,,,"D04-B09-H026,D04-B09-H027,D04-B09-H028,D04-B09-H036,D04-B09-H037,D04-B09-H038"
36.321515,32.297007,D4-B9-T14,4,160,,,"D04-B09-H029,D04-B09-H031,D04-B09-H033,D04-B09-H035"
36.321556,32.297184,D4-B9-T15,2,120,,,D04-B09-H032
36.32197,32.296361,D4-B9-T16,8,160,,OST-04-04,"D04-B09-H016,D04-B09-H017,D04-B09-H018,D04-B09-H019,D04-B09-H021"
36.32246,32.296173,D4-B9-T17,4,160,,OST-04-04,"D04-B09-H013,D04-B09-H014,D04-B09-H015"
36.322704,32.296139,D4-B9-T18,4,160,,OST-04-04,"D04-B09-H009,D04-B09-H010,D04-B09-H011,D04-B09-H012"
36.323063,32.296018,D4-B9-T19,4,160,,OST-04-04,"D04-B09-H007,D04-B09-H008"
36.323179,32.295811,D4-B9-T20,8,160,,OST-04-04,"D04-B09-H001,D04-B09-H002,D04-B09-H003,D04-B09-H004,D04-B09-H005,D04-B09-H006"
36.323417,32.29521,D4-B10-T1,8,160,,NST-04-08,"D04-B10-H002,D04-B10-H003,D04-B10-H004,D04-B10-H005,D04-B10-H006,D04-B10-H007,D04-B10-H008"
36.323496,32.295588,D4-B10-T2,2,120,,NST-04-08,D04-B10-H001
36.323701,32.295131,D4-B10-T3,4,160,,NST-04-08,"D04-B10-H011,D04-B10-H013,D04-B10-H014,D04-B10-H015"
36.323848,32.295426,D4-B10-T4,8,160,,NST-04-08,"D04-B10-H015,D04-B10-H016,D04-B10-H017,D04-B10-H018,D04-B10-H019"
36.323907,32.294953,D4-B10-T5,4,160,,NST-04-08,"D04-B10-H012,D04-B10-H020"
36.32414,32.294964,D4-B10-T6,2,120,,NST-04-08,D04-B10-H021
36.324161,32.295253,D4-B10-T7,8,160,,NST-04-08,"D04-B10-H022,D04-B10-H023,D04-B10-H024,D04-B10-H025,D04-B10-H026,D04-B10-H027"
36.324423,32.294966,D4-B10-T8,4,160,,NST-04-08,"D04-B10-H029,D04-B10-H030,D04-B10-H031,D04-B10-H032"
36.32455,32.294776,D4-B10-T9,4,160,,NST-04-08,"D04-B10-H037,D04-B10-H038,D04-B10-H039"
36.324706,32.295081,D4-B10-T10,4,160,,NST-04-08,"D04-B10-H033,D04-B10-H034,D04-B10-H042"
36.324858,32.294699,D4-B10-T11,4,160,,NST-04-08,"D04-B10-H046,D04-B10-H047"
36.325029,32.295156,D4-B10-T12,2,120,,NST-04-08,D04-B10-H044
36.32516,32.294574,D4-B10-T13,4,160,,NST-04-08,"D04-B10-H048,D04-B10-H056"
36.325232,32.294856,D4-B10-T14,4,160,,NST-04-08,"D04-B10-H053,D04-B10-H054,D04-B10-H059,D04-B10-H061"
36.325492,32.294529,D4-B10-T15,8,160,,NST-04-08,"D04-B10-H063,D04-B10-H065,D04-B10-H066,D04-B10-H067,D04-B10-H068,D04-B10-H069"
36.319461,32.296456,D4-B11-T1,4,160,,,"D04-B11-H070,D04-B11-H071,D04-B11-H072,D04-B11-H073"
36.319559,32.296387,D4-B11-T2,2,120,,NST-04-01,D04-B11-H069
36.319726,32.296432,D4-B11-T3,2,120,,NST-04-01,"D04-B11-H066,D04-B11-H068"
36.319884,32.296657,D4-B11-T4,8,160,,NST-04-01,"D04-B11-H064,D04-B11-H065"
36.319921,32.29629,D4-B11-T5,8,160,,NST-04-01,"D04-B11-H054,D04-B11-H057,D04-B11-H060,D04-B11-H061,D04-B11-H062,D04-B11-H063"
36.320025,32.296221,D4-B11-T6,2,120,,NST-04-01,D04-B11-H059
36.32025,32.296474,D4-B11-T7,4,160,,NST-04-01,"D04-B11-H055,D04-B11-H056,D04-B11-H058"
36.320277,32.296342,D4-B11-T8,4,160,,NST-04-01,"D04-B11-H047,D04-B11-H048,D04-B11-H051,D04-B11-H053"
36.320448,32.29613,D4-B11-T9,8,160,,NST-04-01,"D04-B11-H044,D04-B11-H045,D04-B11-H046,D04-B11-H049,D04-B11-H050"
36.32072,32.296051,D4-B11-T10,4,160,,NST-04-01,"D04-B11-H040,D04-B11-H041,D04-B11-H042,D04-B11-H043"
36.321031,32.295957,D4-B11-T11,4,160,,NST-04-01,"D04-B11-H038,D04-B11-H039"
36.321355,32.296045,D4-B11-T12,2,120,,NST-04-01,D04-B11-H037
36.321505,32.29607,D4-B11-T13,4,160,,,"D04-B11-H031,D04-B11-H035,D04-B11-H036"
36.321623,32.295769,D4-B11-T14,4,160,,NST-04-01,"D04-B11-H032,D04-B11-H033"
36.321912,32.29567,D4-B11-T15,4,160,,NST-04-01,"D04-B11-H024,D04-B11-H025,D04-B11-H027,D04-B11-H028"
36.322169,32.295743,D4-B11-T16,2,120,,NST-04-01,D04-B11-H023
36.322314,32.29591,D4-B11-T17,4,160,,OST-04-04,"D04-B11-H020,D04-B11-H021"
36.32247,32.295685,D4-B11-T18,8,160,,NST-04-01,"D04-B11-H012,D04-B11-H015,D04-B11-H016,D04-B11-H017,D04-B11-H018"
36.322745,32.295419,D4-B11-T19,4,160,,NST-04-01,"D04-B11-H005,D04-B11-H006,D04-B11-H007,D04-B11-H010,D04-B11-H011"
36.323019,32.295406,D4-B11-T20,4,160,,NST-04-01,"D04-B11-H001,D04-B11-H002,D04-B11-H003"
36.323003,32.294399,D4-B12-T1,4,160,,,"D04-B12-H005,D04-B12-H006,D04-B12-H009,D04-B12-H010"
36.323153,32.294511,D4-B12-T2,4,160,,,"D04-B12-H004,D04-B12-H011"
36.323241,32.295035,D4-B12-T3,4,160,,NST-04-08,"D04-B12-H001,D04-B12-H002"
36.323454,32.294908,D4-B12-T4,4,160,,NST-04-08,"D04-B12-H003,D04-B12-H012,D04-B12-H013,D04-B12-H014"
36.323685,32.294901,D4-B12-T5,4,160,,NST-04-08,"D04-B12-H015,D04-B12-H018"
36.324346,32.294508,D4-B12-T6,2,120,,NST-04-08,D04-B12-H019
36.32479,32.294421,D4-B12-T7,4,160,,NST-04-08,"D04-B12-H020,D04-B12-H021,D04-B12-H022"
36.325053,32.293552,D4-B12-T8,2,120,,,D04-B12-H031
36.32506,32.293416,D4-B12-T9,2,120,,,D04-B12-H033
36.32512,32.294376,D4-B12-T10,4,160,,NST-04-08,"D04-B12-H023,D04-B12-H024"
36.325134,32.293944,D4-B12-T11,8,160,,,"D04-B12-H028,D04-B12-H029,D04-B12-H030"
36.325328,32.293702,D4-B12-T12,8,160,,,"D04-B12-H035,D04-B12-H036,D04-B12-H037,D04-B12-H038"
36.325411,32.294093,D4-B12-T13,8,160,,,"D04-B12-H024,D04-B12-H025,D04-B12-H026,D04-B12-H040,D04-B12-H041"
36.319055,32.295481,D4-B13-T1,8,160,,,"D04-B13-H098,D04-B13-H099,D04-B13-H100,D04-B13-H101,D04-B13-H102,D04-B13-H114"
36.319065,32.295649,D4-B13-T2,8,160,,NST-04-01,"D04-B13-H096,D04-B13-H097,D04-B13-H103,D04-B13-H104,D04-B13-H112,D04-B13-H113"
36.319134,32.296011,D4-B13-T3,2,120,,NST-04-01,D04-B13-H111
36.31919,32.295968,D4-B13-T4,4,160,,NST-04-01,"D04-B13-H095,D04-B13-H105,D04-B13-H106"
36.319272,32.296343,D4-B13-T5,4,160,,,"D04-B13-H092,D04-B13-H108,D04-B13-H109,D04-B13-H110"
36.319416,32.296034,D4-B13-T6,8,160,,NST-04-01,"D04-B13-H087,D04-B13-H088,D04-B13-H089,D04-B13-H090,D04-B13-H091,D04-B13-H093,D04-B13-H107"
36.319822,32.29614,D4-B13-T7,8,160,,NST-04-01,"D04-B13-H079,D04-B13-H080,D04-B13-H084,D04-B13-H085,D04-B13-H086"
36.319978,32.295901,D4-B13-T8,4,160,,NST-04-01,"D04-B13-H078,D04-B13-H081,D04-B13-H082"
36.320139,32.29516,D4-B13-T9,4,160,,,"D04-B13-H067,D04-B13-H068,D04-B13-H074"
36.320177,32.295819,D4-B13-T10,4,120,,NST-04-01,D04-B13-H075
36.320316,32.296049,D4-B13-T11,4,160,,NST-04-01,"D04-B13-H001-77,D04-B13-H070,D04-B13-H077"
36.320445,32.295901,D4-B13-T12,4,160,,NST-04-01,"D04-B13-H069,D04-B13-H071,D04-B13-H072,D04-B13-H073"
36.320444,32.295622,D4-B13-T13,2,120,,NST-04-01,D04-B13-H066
36.320529,32.295935,D4-B13-T14,2,120,,,D04-B13-H062
36.320687,32.295061,D4-B13-T15,4,160,,,"D04-B13-H055,D04-B13-H056"
36.320713,32.295847,D4-B13-T16,8,160,,NST-04-01,"D04-B13-H057,D04-B13-H060,D04-B13-H063,D04-B13-H064,D04-B13-H065"
36.3209,32.294862,D4-B13-T17,2,120,,,D04-B13-H046
36.320931,32.295851,D4-B13-T18,2,120,,NST-04-01,D04-B13-H061
36.320938,32.295771,D4-B13-T19,4,160,,NST-04-01,"D04-B13-H053,D04-B13-H054,D04-B13-H058,D04-B13-H059"
36.32113,32.295158,D4-B13-T20,2,120,,,D04-B13-H047
36.321211,32.295408,D4-B13-T21,4,160,,,"D04-B13-H042,D04-B13-H043,D04-B13-H044,D04-B13-H048,D04-B13-H049"
36.32139,32.295696,D4-B13-T22,4,160,,NST-04-01,"D04-B13-H040,D04-B13-H050,D04-B13-H051,D04-B13-H052"
36.321452,32.295327,D4-B13-T23,4,160,,,"D04-B13-H035,D04-B13-H036,D04-B13-H037,D04-B13-H045"
36.321594,32.295642,D4-B13-T24,4,160,,,"D04-B13-H038,D04-B13-H039,D04-B13-H041"
36.322071,32.295502,D4-B13-T25,8,160,,NST-04-01,"D04-B13-H028,D04-B13-H029,D04-B13-H030,D04-B13-H031,D04-B13-H032,D04-B13-H033,D04-B13-H034"
36.322172,32.294646,D4-B13-T26,2,120,,,"D04-B13-H016,D04-B13-H017,D04-B13-H018"
36.322296,32.295014,D4-B13-T27,4,160,,,"D04-B13-H019,D04-B13-H020,D04-B13-H021"
36.322395,32.295421,D4-B13-T28,4,160,,NST-04-01,"D04-B13-H025,D04-B13-H026,D04-B13-H027"
36.32258,32.294998,D4-B13-T29,2,120,,,"D04-B13-H013,D04-B13-H014"
36.32261,32.29527,D4-B13-T30,4,160,,NST-04-01,"D04-B13-H022,D04-B13-H023,D04-B13-H024"
36.322628,32.294842,D4-B13-T31,4,120,,,"D04-B13-H003,D04-B13-H009,D04-B13-H010"
36.3227,32.295084,D4-B13-T32,4,160,,NST-04-01,"D04-B13-H002,D04-B13-H011,D04-B13-H012"
36.322789,32.294566,D4-B13-T33,8,160,,,"D04-B13-H003,D04-B13-H004,D04-B13-H005,D04-B13-H006,D04-B13-H007,D04-B13-H008"
36.322889,32.294826,D4-B13-T34,2,120,,,D04-B13-H003
36.323056,32.295141,D4-B13-T35,2,120,,NST-04-01,D04-B13-H001
36.328315,32.300592,D5-B1-T1,8,133,136,NST-05-01,"D05-B01-H115,D05-B01-H116,D05-B01-H118,D05-B01-H119,D05-B01-H120,D05-B01-H121"
36.328498,32.300911,D5-B1-T2,2,133,,NST-05-01,D05-B01-H126
36.328662,32.30074,D5-B1-T3,4,133,136,NST-05-01,"D05-B01-H112,D05-B01-H113,D05-B01-H114,D05-B01-H124,D05-B01-H125,D05-B01-H127"
36.328661,32.300261,D5-B1-T4,4,138,139,NST-05-01,"D05-B01-H099,D05-B01-H106,D05-B01-H107"
36.328744,32.30008,D5-B1-T5,2,132,,NST-05-01,"D05-B01-H104A,D05-B01-H104B"
36.329042,32.300654,D5-B1-T6,4,134,136,NST-05-01,"D05-B01-H096,D05-B01-H097,D05-B01-H098,D05-B01-H109,D05-B01-H110,D05-B01-H111"
36.328888,32.300257,D5-B1-T7,4,136,138,NST-05-01,"D05-B01-H089,D05-B01-H090,D05-B01-H100,D05-B01-H102"
36.32933,32.300553,D5-B1-T8,4,136,133,NST-05-01,"D05-B01-H081,D05-B01-H082,D05-B01-H083,D05-B01-H084,D05-B01-H095,D05-B01-H096"
36.329353,32.300181,D5-B1-T9,4,170,177,NST-05-01,"D05-B01-H073A,D05-B01-H075,D05-B01-H076,D05-B01-H085,D05-B01-H088A,D05-B01-H088B"
36.329514,32.299904,D5-B1-T10,4,134,135,OST-05-06,"D05-B01-H073B,D05-B01-H074A,D05-B01-H074B"
36.329735,32.300426,D5-B1-T11,8,174,173,NST-05-01,"D05-B01-H066,D05-B01-H068,D05-B01-H069A,D05-B01-H069B,D05-B01-H078,D05-B01-H079,D05-B01-H080"
36.329752,32.300268,D5-B1-T12,4,134,134,NST-05-01,"D05-B01-H060,D05-B01-H062,D05-B01-H070,D05-B01-H072,D05-B01-H077"
36.329981,32.300683,D5-B1-T13,2,172,,,"D05-B01-H063,D05-B01-H064,D05-B01-H065"
36.329711,32.299812,D5-B1-T14,4,167,175,OST-05-06,"D05-B01-H055,D05-B01-H056A,D05-B01-H056B,D05-B01-H057,D05-B01-H058,D05-B01-H059"
36.329907,32.299926,D5-B1-T15,4,176,175,,"D05-B01-H039,D05-B01-H040A,D05-B01-H040B,D05-B01-H053,D05-B01-H054"
36.330201,32.300631,D5-B1-T16,4,137,134,,"D05-B01-H048A,D05-B01-H049,D05-B01-H050"
36.330093,32.300249,D5-B1-T17,4,138,134,,"D05-B01-H043,D05-B01-H051,D05-B01-H052(TENT)"
36.330144,32.299743,D5-B1-T18,4,138,138,OST-05-06,"D05-B01-H023,D05-B01-H035,D05-B01-H036,D05-B01-H037,D05-B01-H038"
36.330429,32.300502,D5-B1-T19,4,135,134,NST-05-09,"D05-B01-H030,D05-B01-H031,D05-B01-H044,D05-B01-H045,D05-B01-H046,D05-B01-H047,D05-B01-H048B"
36.330438,32.300137,D5-B1-T20,4,133,133,NST-05-09,"D05-B01-H026A,D05-B01-H028,D05-B01-H029,D05-B01-H033,D05-B01-H041,D05-B01-H042"
36.330439,32.299785,D5-B1-T21,4,135,135,OST-05-06,"D05-B01-H024,D05-B01-H025,D05-B01-H026B"
36.330617,32.300053,D5-B1-T22,2,170,,NST-05-09,"D05-B01-H014A,D05-B01-H015,D05-B01-H016"
36.330679,32.299938,D5-B1-T23,4,133,136,NST-05-09,"D05-B01-H009,D05-B01-H017,D05-B01-H018,D05-B01-H020,D05-B01-H021,D05-B01-H022"
36.331047,32.300318,D5-B1-T24,4,132,134,NST-05-09,"D05-B01-H001,D05-B01-H012,D05-B01-H013,D05-B01-H014B"
36.330821,32.299432,D5-B1-T25,8,170,180,,"D05-B01-H005,D05-B01-H006,D05-B01-H008,D05-B01-H019"
36.330989,32.299739,D5-B1-T26,4,134,135,,
36.331206,32.300066,D5-B1-T27,4,135,135,NST-05-09,"D05-B01-H002,D05-B01-H003,D05-B01-H004,D05-B01-H010,D05-B01-H011"
36.33113,32.299514,D5-B2-T1,8,135,134,,"D05-B02-H006,D05-B02-H007,D05-B02-H008,D05-B02-H018,D05-B02-H019,D05-B02-H020"
36.33138,32.300094,D5-B2-T2,4,135,133,,"D05-B02-H001,D05-B02-H002,D05-B02-H010,D05-B02-H011A,D05-B02-H011B"
36.331415,32.299927,D5-B2-T3,4,130,132,,"D05-B02-H005,D05-B02-H016C,D05-B02-H017"
36.331763,32.299955,D5-B2-T4,4,170,170,NST-05-13,"D05-B02-H004,D05-B02-H009,D05-B02-H011A,D05-B02-H012,D05-B02-H013,D05-B02-H015,D05-B02-H016A,D05-B02-H016B"
36.331651,32.299476,D5-B2-T5,8,127,128,NST-05-13,"D05-B02-H021,D05-B02-H022,D05-B02-H034A,D05-B02-H034B,D05-B02-H036"
36.332062,32.299933,D5-B2-T6,4,131,133,NST-05-13,"D05-B02-H028,D05-B02-H029,D05-B02-H039"
36.332084,32.299718,D5-B2-T7,4,138,132,NST-05-13,"D05-B02-H030,D05-B02-H031,D05-B02-H032,D05-B02-H040,D05-B02-H041,D05-B02-H042"
36.332064,32.299489,D5-B2-T8,8,133,135,NST-05-13,"D05-B02-H033,D05-B02-H035,D05-B02-H037,D05-B02-H045,D05-B02-H046,D05-B02-H047A"
